index,Row Created Date Time, Sponsor Name, Sponsor Code, Agency Name, Agency Code,Facility Name, Facility Code, Program Name, Program Code, Populations Served, Agency Phone, Program Phone,  Program Address 1, Program Address 2, Program City, Program State, Program Zip, Operating Certificate Required?, Program Tier, Operating Certificate Duration, Program County, Program Region, Program Type Description, Program Category Description, Program Subcategory Description,Location
389,12/19/2017 02:08:00 PM,Child and Family Services of Erie County,90099,Child and Family Services of Erie County,10820,Child and Family Services of Erie County,7511,Lee Randall Jones Community Residence,431,Children Adolescents,(716)335-7010,Not Available,,,,NY,,Y,,36.0,Erie,Western New York,Children & Youth Community Residence,Residential,Treatment Program,
390,12/19/2017 02:08:00 PM,DePaul Community Services Inc.,126099,DePaul Community Services Inc.,17600,DePaul Community Services Inc.,7126,DCS Edgebrook Treatment Apartment Program,19,Adults,(585)426-8000,Not Available,,,,NY,,Y,,36.0,Erie,Western New York,Apartment/Treatment,Residential,Treatment Program,
391,12/19/2017 02:08:00 PM,Greenwood Residences Inc.,28099,Greenwood Residences Inc.,11080,Greenwood Residences Inc.,8879,660 Greenwood Community Residence,430,Adults,(716)827-4060,Not Available,,,,NY,,Y,,36.0,Erie,Western New York,Congregate/Treatment,Residential,Treatment Program,
392,12/19/2017 02:08:00 PM,Greenwood Residences Inc.,28099,Greenwood Residences Inc.,11080,Greenwood Residences Inc.,8879,680 Greenwood Community Residence,431,Adults,(716)827-4060,Not Available,,,,NY,,Y,,36.0,Erie,Western New York,Congregate/Treatment,Residential,Treatment Program,
393,12/19/2017 02:08:00 PM,Housing Options Made Easy Inc.,471099,Housing Options Made Easy Inc.,11140,Housing Options Made Easy Inc.,8646,Housing Options SH/Erie Co. PC Long Stay-Comm. Svcs.,635,Adults,(716)532-5508,Not Available,,,,NY,,N,,,Erie,Western New York,Supported Housing Community Services,Residential,Unlicensed Housing,
394,12/19/2017 02:08:00 PM,Housing Options Made Easy Inc.,471099,Housing Options Made Easy Inc.,11140,Housing Options Made Easy Inc.,8646,Housing Options Supported Housing/Erie County - Comm. Svcs,631,Adults,(716)532-5508,Not Available,,,,NY,,N,,,Erie,Western New York,Supported Housing Community Services,Residential,Unlicensed Housing,
395,12/19/2017 02:08:00 PM,Living Opportunities of DePaul Inc.,310099,Living Opportunities of DePaul Inc.,10450,Living Opportunities of DePaul Inc.,7121,Apple Blossom Apartment Program,438,Adults,(716)608-1000,Not Available,,,,NY,,Y,,36.0,Erie,Western New York,Apartment/Treatment,Residential,Treatment Program,
396,12/19/2017 02:08:00 PM,Living Opportunities of DePaul Inc.,310099,Living Opportunities of DePaul Inc.,10450,Living Opportunities of DePaul Inc.,7121,Ebenezer Square,30,Adults,(716)608-1000,Not Available,,,,NY,,Y,,20.0,Erie,Western New York,SRO Community Residence,Residential,Treatment Program,
397,12/19/2017 02:08:00 PM,Living Opportunities of DePaul Inc.,310099,Living Opportunities of DePaul Inc.,10450,Living Opportunities of DePaul Inc.,7121,Kensington Square Community Residence,441,Adults,(716)608-1000,Not Available,,,,NY,,Y,,36.0,Erie,Western New York,SRO Community Residence,Residential,Treatment Program,
398,12/19/2017 02:08:00 PM,Living Opportunities of DePaul Inc.,310099,Living Opportunities of DePaul Inc.,10450,Living Opportunities of DePaul Inc.,7121,LO-DePaul SH/Erie County - Comm. Svcs,635,Adults,(716)608-1000,Not Available,,,,NY,,N,,,Erie,Western New York,Supported Housing Community Services,Residential,Unlicensed Housing,
399,12/19/2017 02:08:00 PM,Living Opportunities of DePaul Inc.,310099,Living Opportunities of DePaul Inc.,10450,Living Opportunities of DePaul Inc.,7121,LO-DePaul SH/Erie County COC III - Comm. Svcs-Comm.Svcs,643,Adults,(716)608-1000,Not Available,,,,NY,,N,,,Erie,Western New York,Supported Housing Community Services,Residential,Unlicensed Housing,
400,12/19/2017 02:08:00 PM,Living Opportunities of DePaul Inc.,310099,Living Opportunities of DePaul Inc.,10450,Living Opportunities of DePaul Inc.,7121,McKinley Square SRO,440,Adults,(716)608-1000,Not Available,,,,NY,,Y,,36.0,Erie,Western New York,SRO Community Residence,Residential,Treatment Program,
401,12/19/2017 02:08:00 PM,Living Opportunities of DePaul Inc.,310099,Living Opportunities of DePaul Inc.,10450,Living Opportunities of DePaul Inc.,7121,Riverside Treatment Apartment Program,4,Adults,(716)608-1000,Not Available,,,,NY,,Y,,36.0,Erie,Western New York,Apartment/Treatment,Residential,Treatment Program,
402,12/19/2017 02:08:00 PM,Living Opportunities of DePaul Inc.,310099,Living Opportunities of DePaul Inc.,10450,Living Opportunities of DePaul Inc.,7121,Rutherford Place Community Residence,450,Adults,(716)608-1000,Not Available,,,,NY,,Y,,36.0,Erie,Western New York,Congregate/Treatment,Residential,Treatment Program,
403,12/19/2017 02:08:00 PM,Living Opportunities of DePaul Inc.,310099,Living Opportunities of DePaul Inc.,10450,Living Opportunities of DePaul Inc.,7121,Seneca Street Service Enriched SRO,6,Adults,(716)608-1000,Not Available,,,,NY,,Y,,36.0,Erie,Western New York,SRO Community Residence,Residential,Treatment Program,
404,12/19/2017 02:08:00 PM,Mental Health Services-Erie County Southeast Corporation V dba Spectrum Human Services,270099,MH Servs-Erie Co SE Corp V dba Spectrum HSvcs,50240,MH Servs-Erie Co SE Corp V dba Spectrum HSvcs,6845,Spectrum HS Supp Housing/Transformation SH - Comm Svcs,633,Adults,(716)662-2040,Not Available,,,,NY,,N,,,Erie,Western New York,Supported Housing Community Services,Residential,Unlicensed Housing,
405,12/19/2017 02:08:00 PM,Mental Health Services-Erie County Southeast Corporation V dba Spectrum Human Services,270099,MH Servs-Erie Co SE Corp V dba Spectrum HSvcs,50240,MH Servs-Erie Co SE Corp V dba Spectrum HSvcs,6845,Spectrum HSvcs SH/Forensic SH Erie County - Comm Svcs,631,Adults,(716)662-2040,Not Available,,,,NY,,N,,,Erie,Western New York,Supported Housing Community Services,Residential,Unlicensed Housing,
406,12/19/2017 02:08:00 PM,Mental Health Services-Erie County Southeast Corporation V dba Spectrum Human Services,270099,MH Servs-Erie Co SE Corp V dba Spectrum HSvcs,50240,MH Servs-Erie Co SE Corp V dba Spectrum HSvcs,6845,Spectrum HSvcs SH/Forensic SPtoPCtoComm.Comm Svcs,632,Adults,(716)662-2040,Not Available,,,,NY,,N,,,Erie,Western New York,Supported Housing Community Services,Residential,Unlicensed Housing,
407,12/19/2017 02:08:00 PM,Mental Health Services-Erie County Southeast Corporation V dba Spectrum Human Services,270099,MH Servs-Erie Co SE Corp V dba Spectrum HSvcs,50240,MH Servs-Erie Co SE Corp V dba Spectrum HSvcs,6845,Spectrum Human Services COC 2 Supp Housing-Comm. Svcs.,630,Adults,(716)662-2040,Not Available,,,,NY,,N,,,Erie,Western New York,Supported Housing Community Services,Residential,Unlicensed Housing,
408,12/19/2017 02:08:00 PM,CAMBA Inc.,842099,CAMBA Inc.,31600,CAMBA Inc.,7747,Livonia Commons,15,Adults,(718)287-2600,Not Available,,,,NY,,N,,,Kings,New York City,Supported/Single Room Occupancy (SRO),Residential,Unlicensed Housing,
409,12/19/2017 02:08:00 PM,Southern Tier Environments for Living Inc.,429099,Southern Tier Environments for Living Inc.,10510,Southern Tier Environments for Living Inc.,7341,Aldrich Community Residence,5,Adults,(716)366-3200,Not Available,,,,NY,,Y,,23.0,Erie,Western New York,Congregate/Treatment,Residential,Treatment Program,
410,12/19/2017 02:08:00 PM,Restoration Society Inc.,552099,Restoration Society Inc.,10150,Restoration Society Inc.,7224,Restoration Society HUD COC2 SH - Comm.Svcs,630,Adults,(716)832-2141,Not Available,,,,NY,,N,,,Erie,Western New York,Supported Housing Community Services,Residential,Unlicensed Housing,
411,12/19/2017 02:08:00 PM,Restoration Society Inc.,552099,Restoration Society Inc.,10150,Restoration Society Inc.,7224,Restoration Society SH/ MRT Supp Hsing Erie Cty - Comm Svcs,632,Adults,(716)832-2141,Not Available,,,,NY,,N,,,Erie,Western New York,Supported Housing Community Services,Residential,Unlicensed Housing,
412,12/19/2017 02:08:00 PM,Restoration Society Inc.,552099,Restoration Society Inc.,10150,Restoration Society Inc.,7224,Restoration Society Supp Housing/High Neds Initiat-Comm.Svcs,631,Adults,(716)832-2141,Not Available,,,,NY,,N,,,Erie,Western New York,Supported Housing Community Services,Residential,Unlicensed Housing,
413,12/19/2017 02:08:00 PM,Southern Tier Environments for Living Inc.,429099,Southern Tier Environments for Living Inc.,10510,Southern Tier Environments for Living Inc.,7341,STEL Gowanda Residence,430,Adults,(716)366-3200,Not Available,,,,NY,,Y,,23.0,Erie,Western New York,Congregate/Treatment,Residential,Treatment Program,
414,12/19/2017 02:08:00 PM,Southern Tier Environments for Living Inc.,429099,Southern Tier Environments for Living Inc.,10510,Southern Tier Environments for Living Inc.,7341,STEL Perkins Hall Residence,434,Adults,(716)366-3200,Not Available,,,,NY,,Y,1.0,36.0,Erie,Western New York,Congregate/Treatment,Residential,Treatment Program,
415,12/19/2017 02:08:00 PM,Southern Tier Environments for Living Inc.,429099,Southern Tier Environments for Living Inc.,10510,Southern Tier Environments for Living Inc.,7341,STEL Supported Housing/Erie County-Comm.Svcs.,632,Adults,(716)366-3200,Not Available,,,,NY,,N,,,Erie,Western New York,Supported Housing Community Services,Residential,Unlicensed Housing,
416,12/19/2017 02:08:00 PM,Transitional Services Inc.,461099,Transitional Services Inc.,10200,Transitional Services Inc.,6295,Amherst Residence,433,Adults,(716)874-8182,Not Available,,,,NY,,Y,1.0,36.0,Erie,Western New York,Congregate/Treatment,Residential,Treatment Program,
417,12/19/2017 02:08:00 PM,Transitional Services Inc.,461099,Transitional Services Inc.,10200,Transitional Services Inc.,6295,Berg Road Estate,435,Adults,(716)874-8182,Not Available,,,,NY,,Y,1.0,36.0,Erie,Western New York,Congregate/Treatment,Residential,Treatment Program,
418,12/19/2017 02:08:00 PM,Transitional Services Inc.,461099,Transitional Services Inc.,10200,Transitional Services Inc.,6295,Community Living Apartment Program,430,Adults,(716)874-8182,Not Available,,,,NY,,Y,1.0,35.0,Erie,Western New York,Apartment/Treatment,Residential,Treatment Program,
419,12/19/2017 02:08:00 PM,Transitional Services Inc.,461099,Transitional Services Inc.,10200,Transitional Services Inc.,6295,Community Living Level I - Dymphna,432,Adults,(716)874-8182,Not Available,,,,NY,,Y,1.0,36.0,Erie,Western New York,Congregate/Treatment,Residential,Treatment Program,
420,12/19/2017 02:08:00 PM,Transitional Services Inc.,461099,Transitional Services Inc.,10200,Transitional Services Inc.,6295,Delaware-Hertel Apartment Program,443,Adults,(716)874-8182,Not Available,,,,NY,,Y,1.0,36.0,Erie,Western New York,Apartment/Treatment,Residential,Treatment Program,
421,12/19/2017 02:08:00 PM,Transitional Services Inc.,461099,Transitional Services Inc.,10200,Transitional Services Inc.,6295,Ellicott Creek Community Residence,439,Adults,(716)874-8182,Not Available,,,,NY,,Y,1.0,36.0,Erie,Western New York,Congregate/Treatment,Residential,Treatment Program,
422,12/19/2017 02:08:00 PM,Transitional Services Inc.,461099,Transitional Services Inc.,10200,Transitional Services Inc.,6295,Emergency Housing Service,450,Adults,(716)874-8182,Not Available,,,,NY,,Y,1.0,36.0,Erie,Western New York,Congregate/Support,Residential,Support Program,
423,12/19/2017 02:08:00 PM,Transitional Services Inc.,461099,Transitional Services Inc.,10200,Transitional Services Inc.,6295,Etaria Community Residence,438,Adults,(716)874-8182,Not Available,,,,NY,,Y,1.0,36.0,Erie,Western New York,Congregate/Treatment,Residential,Treatment Program,
424,12/19/2017 02:08:00 PM,Transitional Services Inc.,461099,Transitional Services Inc.,10200,Transitional Services Inc.,6295,Homeless Alliance of WNY,6,Adults,(716)874-8182,(716)853-1101,Homeless Alliance Of Wny,960 Main Street,Buffalo,NY,14202,N,,,Erie,Western New York,Advocacy/Support Services,Support,Self-Help,
425,12/19/2017 02:08:00 PM,Transitional Services Inc.,461099,Transitional Services Inc.,10200,Transitional Services Inc.,6295,Lakeshore House,434,Adults,(716)874-8182,Not Available,,,,NY,,Y,1.0,36.0,Erie,Western New York,Congregate/Treatment,Residential,Treatment Program,
426,12/19/2017 02:08:00 PM,Transitional Services Inc.,461099,Transitional Services Inc.,10200,Transitional Services Inc.,6295,TSI Supported Housing SHP I (CoC II) - Comm. Svcs-Comm.Svcs,633,Adults,(716)874-8182,Not Available,,,,NY,,N,,,Erie,Western New York,Supported Housing Community Services,Residential,Unlicensed Housing,
427,12/19/2017 02:08:00 PM,Transitional Services Inc.,461099,Transitional Services Inc.,10200,Transitional Services Inc.,6295,TSI Supported Housing/CoC I  - Comm. Svcs.-Comm.Svcs,639,Adults,(716)874-8182,Not Available,,,,NY,,N,,,Erie,Western New York,Supported Housing Community Services,Residential,Unlicensed Housing,
428,12/19/2017 02:08:00 PM,Transitional Services Inc.,461099,Transitional Services Inc.,10200,Transitional Services Inc.,6295,TSI Supported Housing/Young Adult Program-Comm. Svcs.,640,Adults,(716)874-8182,Not Available,,,,NY,,N,,,Erie,Western New York,Supported Housing Community Services,Residential,Unlicensed Housing,
429,12/19/2017 02:08:00 PM,Transitional Services Inc.,461099,Transitional Services Inc.,10200,Transitional Services Inc.,6295,Transitional Living - On the Strip,440,Adults,(716)874-8182,Not Available,,,,NY,,Y,1.0,36.0,Erie,Western New York,Apartment/Treatment,Residential,Treatment Program,
430,12/19/2017 02:08:00 PM,Transitional Services Inc.,461099,Transitional Services Inc.,10200,Transitional Services Inc.,6295,Transitional Living - West Hertel,441,Adults,(716)874-8182,Not Available,,,,NY,,Y,1.0,36.0,Erie,Western New York,Apartment/Treatment,Residential,Treatment Program,
431,12/19/2017 02:08:00 PM,Transitional Services Inc.,461099,Transitional Services Inc.,10200,Transitional Services Inc.,6295,Transitional Living Level I,445,Adults,(716)874-8182,Not Available,,,,NY,,Y,1.0,36.0,Erie,Western New York,Congregate/Treatment,Residential,Treatment Program,
432,12/19/2017 02:08:00 PM,Transitional Services Inc.,461099,Transitional Services Inc.,10200,Transitional Services Inc.,6295,Vulcan Street Apartment Treatment,15,Adults,(716)874-8182,Not Available,,,,NY,,Y,1.0,36.0,Erie,Western New York,Apartment/Treatment,Residential,Treatment Program,
433,12/19/2017 02:08:00 PM,Central New York Psychiatric Center,20,Central New York Psychiatric Center,50390,Central New York Psychiatric Center,43,Moriah Shock Camp,881,Adults,(315)765-3600,(518)942-7561,P.O. Box 999,,Mineville,NY,12959-0999,N,,,Essex,Central New York,Prison-based Forensic Mental Health Units,Support,Forensics,"999 Mineville
NY 12959-0999
"
434,12/19/2017 02:08:00 PM,Mental Health Association in Essex County,637099,Mental Health Association in Essex County,12370,Mental Health Association in Essex County,8651,Assisted Competitive Employment,420,Adults,(518)962-2077,(518)962-2077,6096 Nys Route 9n,County Wide,Westport,NY,12993,N,,,Essex,Central New York,Assisted Competitive Employment,Support,Vocational,"6096 Nys Route
Westport, NY 12993
"
435,12/19/2017 02:08:00 PM,Mental Health Association in Essex County,637099,Mental Health Association in Essex County,12370,Mental Health Association in Essex County,8651,Community Services Non-Medicaid Care Coordination,3,Children Adolescents Adults,(518)962-2077,(518)962-2077,6096 Nys Route 9n,,Westport,NY,12993,N,,,Essex,Central New York,Non-Medicaid Care Coordination,Support,Care Coordination,"6096 Nys Route
Westport, NY 12993
"
436,12/19/2017 02:08:00 PM,Mental Health Association in Essex County,637099,Mental Health Association in Essex County,12370,Mental Health Association in Essex County,8651,Community Services Outreach,472,,(518)962-2077,(518)962-2077,6096 Nys Route 9n,County Wide,Westport,NY,12993,N,,,Essex,Central New York,Outreach,Support,General Support,"6096 Nys Route
Westport, NY 12993
"
437,12/19/2017 02:08:00 PM,Mental Health Association in Essex County,637099,Mental Health Association in Essex County,12370,Mental Health Association in Essex County,8651,Crisis Alternative Program,450,Adults,(518)962-2077,(518)962-2077,6096 Nys Route 9n,County Wide,Westport,NY,12993,N,,,Essex,Central New York,Advocacy/Support Services,Support,Self-Help,"6096 Nys Route
Westport, NY 12993
"
438,12/19/2017 02:08:00 PM,Mental Health Association in Essex County,637099,Mental Health Association in Essex County,12370,Mental Health Association in Essex County,8651,Crisis Intervention,8,Adults,(518)962-2077,(518)962-2077,6096 Nys Route 9n,,Westport,NY,12993,N,,,Essex,Central New York,Crisis  Intervention,Emergency,Crisis,"6096 Nys Route
Westport, NY 12993
"
439,12/19/2017 02:08:00 PM,Mental Health Association in Essex County,637099,Mental Health Association in Essex County,12370,Mental Health Association in Essex County,8651,Educational Assistance Program,340,Adults,(518)962-2077,(518)962-2077,6096 Nys Route 9n,,Westport,NY,12993,N,,,Essex,Central New York,Supported Education,Support,Education,"6096 Nys Route
Westport, NY 12993
"
440,12/19/2017 02:08:00 PM,Mental Health Association in Essex County,637099,Mental Health Association in Essex County,12370,Mental Health Association in Essex County,8651,MHA Essex Supp Housing/RCE SH Essex Cty - Comm Svcs,631,Adults,(518)962-2077,Not Available,,,,NY,,N,,,Essex,Central New York,Supported Housing Community Services,Residential,Unlicensed Housing,
441,12/19/2017 02:08:00 PM,Mental Health Association in Essex County,637099,Mental Health Association in Essex County,12370,Mental Health Association in Essex County,8651,MHA Essex Supp Housing/Transformation SH - Comm Svcs,632,Adults,(518)962-2077,Not Available,,,,NY,,N,,,Essex,Central New York,Supported Housing Community Services,Residential,Unlicensed Housing,
442,12/19/2017 02:08:00 PM,Mental Health Association in Essex County,637099,Mental Health Association in Essex County,12370,Mental Health Association in Essex County,8651,MHA in Essex Co. Scattered Supported Housing-Comm.Svcs.,630,Adults,(518)962-2077,Not Available,,,,NY,,N,,,Essex,Central New York,Supported Housing Community Services,Residential,Unlicensed Housing,
443,12/19/2017 02:08:00 PM,Mental Health Association in Essex County,637099,Mental Health Association in Essex County,12370,Mental Health Association in Essex County,8651,Mental Health Association in Essex County - HH CM,4,Adults,(518)962-2077,(518)962-2077,6096 Nys Route 9n,,Westport,NY,12993,N,,,Essex,Central New York,Health Home Care Management,Support,Care Coordination,"6096 Nys Route
Westport, NY 12993
"
444,12/19/2017 02:08:00 PM,Mental Health Association in Essex County,637099,Mental Health Association in Essex County,12370,Mental Health Association in Essex County,8651,Mental Health Association in Essex County - HH Non-Medicaid,5,Adults,(518)962-2077,(518)962-2077,6096 Nys Route 9n,,Westport,NY,12993-9702,N,,,Essex,Central New York,Health Home Non-Medicaid Care Management,Support,Care Coordination,"6096 Nys Route
Westport, NY 12993-9702
"
445,12/19/2017 02:08:00 PM,Mental Health Association in Essex County,637099,Mental Health Association in Essex County,12370,Mental Health Association in Essex County,8651,Self Help,475,,(518)962-2077,(518)962-2077,6096 Nys Route 9n,County Wide,Westport,NY,12993,N,,,Essex,Central New York,Self-Help Programs,Support,Self-Help,"6096 Nys Route
Westport, NY 12993
"
446,12/19/2017 02:08:00 PM,Mental Health Association in Essex County,637099,Mental Health Association in Essex County,12370,Mental Health Association in Essex County,8651,Supported Employment Program,421,Adults,(518)962-2077,(518)962-2077,6096 Nys Route 9n,,Westport,NY,12993,N,,,Essex,Central New York,Ongoing Integrated Supported Employment Services,Support,Vocational,"6096 Nys Route
Westport, NY 12993
"
447,12/19/2017 02:08:00 PM,Mental Health Association in Essex County,637099,Mental Health Association in Essex County,12370,Mental Health Association in Essex County,8651,Transportation,473,,(518)962-2077,(518)962-2077,6096 Nys Route 9n,County Wide,Westport,NY,12993,N,,,Essex,Central New York,Transportation,Support,General Support,"6096 Nys Route
Westport, NY 12993
"
448,12/19/2017 02:08:00 PM,Adirondack Medical Center,701099,Adirondack Medical Center,29150,Adirondack Medical Center,9111,Colby Center Psychiatric Inpatient Unit,20,Adults,(518)891-4141,(518)891-4141,Lake Colby Drive,,Saranac Lake,NY,12983,Y,,36.0,Franklin,Central New York,Inpatient Psychiatric Unit of a General Hospital,Inpatient,Inpatient Psychiatric Unit of a General Hospital,
449,12/19/2017 02:08:00 PM,Central New York Psychiatric Center,20,Central New York Psychiatric Center,50390,Central New York Psychiatric Center,43,Franklin Correctional Facility,840,Adults,(315)765-3600,(518)492-2678,Bare Hill Road,,Malone,NY,12953-0010,N,,,Franklin,Central New York,Prison-based Forensic Mental Health Units,Support,Forensics,
450,12/19/2017 02:08:00 PM,Citizen Advocates Inc. dba North Star Industries,97099,Citizen Advocates Inc. dba North Star Indust,40410,Citizen Advocates Inc. dba North Star Indust,7533,Citizen Ad Supp Housing/RCE SH Franklin Cty - Comm Svcs,631,Adults,(518)483-1251,Not Available,,,,NY,,N,,,Franklin,Central New York,Supported Housing Community Services,Residential,Unlicensed Housing,
451,12/19/2017 02:08:00 PM,Citizen Advocates Inc. dba North Star Industries,97099,Citizen Advocates Inc. dba North Star Indust,40410,Citizen Advocates Inc. dba North Star Indust,7533,Citizen Advocates Adirondack Youth Lodge,14,Children Adolescents,(518)483-1251,Not Available,,,,NY,,Y,,36.0,Franklin,Central New York,Children & Youth Community Residence,Residential,Treatment Program,
452,12/19/2017 02:08:00 PM,Citizen Advocates Inc. dba North Star Industries,97099,Citizen Advocates Inc. dba North Star Indust,40410,Citizen Advocates Inc. dba North Star Indust,7533,Citizen Advocates dba North Star SH - Comm Svc.,630,Adults,(518)483-1251,Not Available,,,,NY,,N,,,Franklin,Central New York,Supported Housing Community Services,Residential,Unlicensed Housing,
453,12/19/2017 02:08:00 PM,Citizen Advocates Inc. dba North Star Industries,97099,Citizen Advocates Inc. dba North Star Indust,40410,Citizen Advocates Inc. dba North Star Indust,7533,Clean Sweep/Micrographics,420,,(518)483-1251,(518)483-8600,3076 State Route 11,,Malone,NY,12953,N,,,Franklin,Central New York,Affirmative Business/Industry,Support,Vocational,"3076 State Route
Malone, NY 12953
"
454,12/19/2017 02:08:00 PM,Citizen Advocates Inc. dba North Star Industries,97099,Citizen Advocates Inc. dba North Star Indust,40410,Citizen Advocates Inc. dba North Star Indust,7533,North Star Apartment Program,432,Adults,(518)483-1251,Not Available,,,,NY,,Y,1.0,36.0,Franklin,Central New York,Apartment/Treatment,Residential,Treatment Program,
455,12/19/2017 02:08:00 PM,CAMBA Inc.,842099,CAMBA Inc.,31600,CAMBA Inc.,7747,Reverend Dan Ramm Residence SP/SRO,6,Adults,(718)287-2600,Not Available,,,,NY,,N,,,Kings,New York City,Supported/Single Room Occupancy (SRO),Residential,Unlicensed Housing,
456,12/19/2017 02:08:00 PM,Citizen Advocates Inc. dba North Star Industries,97099,Citizen Advocates Inc. dba North Star Indust,40410,Citizen Advocates Inc. dba North Star Indust,7533,Ongoing Integrated Supported Employment Services,15,Children Adolescents Adults,(518)483-1251,(518)483-8600,3076 State Route 11,,Malone,NY,12953,N,,,Franklin,Central New York,Ongoing Integrated Supported Employment Services,Support,Vocational,"3076 State Route
Malone, NY 12953
"
457,12/19/2017 02:08:00 PM,Citizen Advocates Inc. dba North Star Industries,97099,Citizen Advocates Inc. dba North Star Indust,40410,Citizen Advocates Inc. dba North Star Indust,7533,Webster Street Community Residence,430,Adults,(518)483-1251,Not Available,,,,NY,,Y,1.0,36.0,Franklin,Central New York,Congregate/Treatment,Residential,Treatment Program,
458,12/19/2017 02:08:00 PM,Lakeside House Inc.,244099,Lakeside House Inc.,12210,Lakeside House Inc.,7019,Lakeside House,430,Adults,(518)891-0815,Not Available,,,,NY,,Y,1.0,36.0,Franklin,Central New York,Congregate/Treatment,Residential,Treatment Program,
459,12/19/2017 02:08:00 PM,Lakeside House Inc.,244099,Lakeside House Inc.,12210,Lakeside House Inc.,7019,Lakeside Supp Housing/Franklin County PC Long Stay-Comm Svcs,631,Adults,(518)891-0815,Not Available,,,,NY,,N,,,Franklin,Central New York,Supported Housing Community Services,Residential,Unlicensed Housing,
460,12/19/2017 02:08:00 PM,Lakeside House Inc.,244099,Lakeside House Inc.,12210,Lakeside House Inc.,7019,Lakeside Supp Housing/RCE SH Franklin Cty - Comm Svcs,632,Adults,(518)891-0815,Not Available,,,,NY,,N,,,Franklin,Central New York,Supported Housing Community Services,Residential,Unlicensed Housing,
461,12/19/2017 02:08:00 PM,Lakeside House Inc.,244099,Lakeside House Inc.,12210,Lakeside House Inc.,7019,Lakeside Supported Housing/Franklin County-Comm. Svcs.,630,Adults,(518)891-0815,Not Available,,,,NY,,N,,,Franklin,Central New York,Supported Housing Community Services,Residential,Unlicensed Housing,
462,12/19/2017 02:08:00 PM,St. Regis Mohawk Education & Community Fund Inc.,22290,St. Regis Mohawk Tribal Council,22290,St. Regis Mohawk Tribal Council,8094,Advocacy,471,Adults,(518)358-3141x160,(518)358-3141x0164,412 State Route 37,,Akwesasne,NY,13655,N,,,Franklin,Central New York,Advocacy/Support Services,Support,Self-Help,"412 State Route
Akwesasne, NY 13655
"
463,12/19/2017 02:08:00 PM,St. Regis Mohawk Education & Community Fund Inc.,22290,St. Regis Mohawk Tribal Council,22290,St. Regis Mohawk Tribal Council,8094,Multicultural Initiative,500,Children Adolescents Adults,(518)358-3141x160,(518)358-3141x0160,412 State Route 37,,Akwesasne,NY,13655,N,,,Franklin,Central New York,Multi-Cultural Initiative,Support,General Support,"412 State Route
Akwesasne, NY 13655
"
464,12/19/2017 02:08:00 PM,St. Regis Mohawk Education & Community Fund Inc.,22290,St. Regis Mohawk Tribal Council,22290,St. Regis Mohawk Tribal Council,8094,Outreach,472,Children Adolescents Adults,(518)358-3141x160,(518)358-3141x164,412 State Route 37,,Akwesasne,NY,13655,N,,,Franklin,Central New York,Outreach,Support,General Support,"412 State Route
Akwesasne, NY 13655
"
465,12/19/2017 02:08:00 PM,St. Regis Mohawk Education & Community Fund Inc.,22290,St. Regis Mohawk Tribal Council,22290,St. Regis Mohawk Tribal Council,8094,Salmon River Central School,4,Children Adolescents,(518)358-3141x160,(518)358-9510,637 County Route 1,,Fort Covington,NY,12937,N,,,Franklin,Central New York,School Based Mental Health,Support,Education,"637 County Route
Fort Covington, NY 12937
"
466,12/19/2017 02:08:00 PM,St. Regis Mohawk Education & Community Fund Inc.,22290,St. Regis Mohawk Tribal Council,22290,St. Regis Mohawk Tribal Council,8094,St. Regis Mohawk Mental Health Clinic,100,Children Adolescents Adults,(518)358-3141x160,(518)358-3141,412 State Route 37,,Akwesasne,NY,13655,Y,,36.0,Franklin,Central New York,Clinic Treatment,Outpatient,Clinic Treatment,"412 State Route
Akwesasne, NY 13655
"
467,12/19/2017 02:08:00 PM,Catholic Charities of the Diocese of Albany/Catholic Charities Fulton and Montgomery Counties,79099,Cath Char Albany/Cath Char Fulton/Montgomery,12340,Cath Char Albany/Cath Char Fulton/Montgomery,7703,Adult Community Residence,430,Adults,(518)762-8313,Not Available,,,,NY,,Y,1.0,36.0,Fulton,Central New York,Congregate/Treatment,Residential,Treatment Program,
468,12/19/2017 02:08:00 PM,Catholic Charities of the Diocese of Albany/Catholic Charities Fulton and Montgomery Counties,79099,Cath Char Albany/Cath Char Fulton/Montgomery,12340,Cath Char Albany/Cath Char Fulton/Montgomery,7703,Perry Street MICA Community Residence,431,Adults,(518)762-8313,Not Available,,,,NY,,Y,1.0,36.0,Fulton,Central New York,Congregate/Treatment,Residential,Treatment Program,
469,12/19/2017 02:08:00 PM,Fulton Friendship House Inc.,162099,Fulton Friendship House Inc.,12190,Fulton Friendship House Inc.,7336,FFH Supp Housing/Transformation SH Fulton - Comm Svcs,632,Adults,(518)725-1512,Not Available,,,,NY,,N,,,Fulton,Central New York,Supported Housing Community Services,Residential,Unlicensed Housing,
470,12/19/2017 02:08:00 PM,Fulton Friendship House Inc.,162099,Fulton Friendship House Inc.,12190,Fulton Friendship House Inc.,7336,Fulton Friendship House - Supported Housing - Comm. Svcs,630,Adults,(518)725-1512,Not Available,,,,NY,,N,,,Fulton,Central New York,Supported Housing Community Services,Residential,Unlicensed Housing,
